"","ageph","postal","freq","agecar","sexph","fuel","split","use","fleet","sportc","cover","power","claimAm","long","lat","logclaimAm","group_ageph"
"95234",29,4430,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+++","<66",685.72306823,5.51798017472964,50.658111570025,6.53047385559407,"[29,33)"
"95242",44,4430,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",1529.4782585,5.51798017472964,50.658111570025,7.33268194871386,"[42,46)"
"95243",33,4430,1,"2-5","Male","Petrol","Once","Private","Yes","No","MTPL","<66",131.97851259,5.51798017472964,50.658111570025,4.88263912592662,"[33,37)"
"95273",75,4500,1,"2-5","Male","Petrol","Once","Private","Yes","No","MTPL+++","<66",171.59189785,5.21275122517591,50.5085989915919,5.14511897061284,"[65,100]"
"95306",49,4540,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",148.78569357,5.30087505693897,50.5529367432276,5.00250697241383,"[46,50)"
"95325",58,4610,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",944.07769975,5.65110836594125,50.6288540140746,6.8502084718155,"[56,65)"
"95332",48,4610,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL+","<66",128.35926713,5.65110836594125,50.6288540140746,4.85483310673642,"[46,50)"
"95360",43,4630,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+","<66",128.35926713,5.72144688187998,50.6200776535681,4.85483310673642,"[42,46)"
"95361",35,4630,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+","<66",128.35926713,5.72144688187998,50.6200776535681,4.85483310673642,"[33,37)"
"95362",37,4630,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",128.35926713,5.72144688187998,50.6200776535681,4.85483310673642,"[37,42)"
"95370",64,4650,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL+","<66",1426.3793415,5.79802123715116,50.6374990702293,7.26289458347995,"[56,65)"
"95391",36,4690,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+","<66",131.97851259,5.6000490957819,50.7656990088237,4.88263912592662,"[33,37)"
"95393",44,4690,1,"0-1","Male","Petrol","Twice","Private","No","No","MTPL+++","<66",5993.8671142,5.6000490957819,50.7656990088237,8.69849207782772,"[42,46)"
"95396",56,4700,1,"0-1","Male","Petrol","Twice","Private","No","No","MTPL+","<66",128.35926713,6.12689910685267,50.6036549108205,4.85483310673642,"[56,65)"
"95404",67,4800,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL+","66-110",84.407745185,5.8455015983666,50.5845917649235,4.43565916498631,"[65,100]"
"95419",34,4800,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","66-110",3578.5413449,5.8455015983666,50.5845917649235,8.18271055080759,"[33,37)"
"95442",38,4845,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",110.36219723,5.95590196459116,50.5306991432703,4.70376765881019,"[37,42)"
"95443",45,4850,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",3031.2668103,5.95292600685112,50.7142517930045,8.0167359003364,"[42,46)"
"95455",74,4890,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",1431.5851056,5.85903669841843,50.6627926565427,7.26653757481428,"[65,100]"
"95461",42,4910,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL+","<66",106.29674342,5.80724695313327,50.5102131492989,4.66623464913074,"[42,46)"
"95477",37,4990,1,"6-10","Male","Petrol","Thrice","Private","No","No","MTPL+","<66",234.38332767,5.77558942996592,50.3076897038361,5.45695792748545,"[37,42)"
"95478",29,5000,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",70.376971683,4.8594592952501,50.4614444975032,4.25386610287734,"[29,33)"
"95482",59,5000,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+","<66",145.01771199,4.8594592952501,50.4614444975032,4.97685588661584,"[56,65)"
"95488",36,5000,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL","<66",1426.3793415,4.8594592952501,50.4614444975032,7.26289458347995,"[33,37)"
"95495",59,5000,1,"2-5","Male","Petrol","Twice","Private","No","No","MTPL","<66",64.625841908,4.8594592952501,50.4614444975032,4.16861436033368,"[56,65)"
"95504",27,5030,1,"2-5","Male","Petrol","Twice","Private","No","No","MTPL+++","<66",1426.3793415,4.6950931528798,50.5669266746439,7.26289458347995,"[25,29)"
"95506",47,5060,1,"0-1","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",108.47820644,4.61011609341325,50.4464317895078,4.68654929050083,"[46,50)"
"95508",61,5060,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",339.93639052,4.61011609341325,50.4464317895078,5.82875851340142,"[56,65)"
"95516",49,5060,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL+++","<66",89.985349493,4.61011609341325,50.4464317895078,4.4996468736685,"[46,50)"
"95520",27,5060,1,"0-1","Male","Petrol","Thrice","Private","No","No","MTPL+","<66",415.14728594,4.61011609341325,50.4464317895078,6.02863336314602,"[25,29)"
"95532",38,5070,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",1426.3793415,4.67075892182037,50.3933627616805,7.26289458347995,"[37,42)"
"95562",43,5190,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",1426.3793415,4.66580571523311,50.4717078649767,7.26289458347995,"[42,46)"
"95565",47,5300,1,">10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",1779.4292995,5.04729078500334,50.4866654932304,7.48404797361868,"[46,50)"
"95568",63,5300,1,">10","Male","Petrol","Twice","Private","No","No","MTPL+","<66",199.43034068,5.04729078500334,50.4866654932304,5.29546500583224,"[56,65)"
"95576",84,5300,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",140.35731373,5.04729078500334,50.4866654932304,4.94419141210212,"[65,100]"
"95590",43,5340,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",1426.3793415,5.04267807985888,50.4223874643463,7.26289458347995,"[42,46)"
"95632",38,5650,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL+++","<66",132.57345705,4.41429451050982,50.2509778656604,4.88713688463753,"[37,42)"
"95635",27,5650,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+","<66",356.02468028,4.41429451050982,50.2509778656604,5.87500005507826,"[25,29)"
"95675",82,6000,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",1118.297269,4.4383532510193,50.4167838476249,7.01956251193154,"[65,100]"
"95680",51,6000,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",145.01771199,4.4383532510193,50.4167838476249,4.97685588661584,"[50,56)"
"95687",55,6000,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",574.49324366,4.4383532510193,50.4167838476249,6.35348833683671,"[50,56)"
"95692",75,6000,1,"6-10","Male","Petrol","Once","Professional","No","No","MTPL","<66",1296.3839772,4.4383532510193,50.4167838476249,7.16733411173406,"[65,100]"
"95739",27,6000,1,"6-10","Male","Petrol","Thrice","Private","No","No","MTPL","<66",1426.3793415,4.4383532510193,50.4167838476249,7.26289458347995,"[25,29)"
"95740",64,6000,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+++","<66",508.18172579,4.4383532510193,50.4167838476249,6.23083911154217,"[56,65)"
"95751",75,6000,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL","<66",3021.8716457,4.4383532510193,50.4167838476249,8.01363166863484,"[65,100]"
"95755",39,6000,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",226.599471,4.4383532510193,50.4167838476249,5.42318401408103,"[37,42)"
"95759",21,6000,1,">10","Male","Petrol","Thrice","Private","No","No","MTPL","<66",145.01771199,4.4383532510193,50.4167838476249,4.97685588661584,"[0,25)"
"95761",37,6110,1,"6-10","Male","Petrol","Thrice","Private","No","No","MTPL","<66",145.01771199,4.36722411293108,50.3722757910855,4.97685588661584,"[37,42)"
"95768",65,6120,1,"6-10","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",814.60291176,4.40334729354572,50.3273880237288,6.70270076967392,"[65,100]"
"95772",39,6120,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",618.51913366,4.40334729354572,50.3273880237288,6.42732812694014,"[37,42)"
"95805",70,6180,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL+","<66",64.625841908,4.36150371786195,50.4614535256081,4.16861436033368,"[65,100]"
"95826",47,6180,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",155.97460579,4.36150371786195,50.4614535256081,5.04969321060145,"[46,50)"
"95835",82,6200,1,">10","Male","Petrol","Once","Private","No","No","MTPL+","<66",1434.5598279,4.51150406128235,50.3970730648991,7.26861334099997,"[65,100]"
"95838",42,6200,2,"6-10","Male","Petrol","Once","Private","Yes","No","MTPL","<66",1377.0237408,4.51150406128235,50.3970730648991,7.22767973953864,"[42,46)"
"95861",71,6220,1,"0-1","Male","Petrol","Twice","Private","No","No","MTPL+","<66",150.37221213,4.51778914086073,50.4710013956736,5.01311363467161,"[65,100]"
"95863",37,6220,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL","<66",145.01771199,4.51778914086073,50.4710013956736,4.97685588661584,"[37,42)"
"95891",31,6250,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL","<66",71.071073552,4.56646825727667,50.4047338447825,4.26368041228262,"[29,33)"
"95895",31,6250,1,"2-5","Male","Petrol","Thrice","Private","No","No","MTPL+","<66",254.95849023,4.56646825727667,50.4047338447825,5.541100748496,"[29,33)"
"95907",46,6500,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",64.625841908,4.24535373815148,50.2221662029893,4.16861436033368,"[46,50)"
"95913",59,6530,1,"6-10","Male","Petrol","Once","Professional","No","No","MTPL+","<66",145.01771199,4.28068871297459,50.3395614527279,4.97685588661584,"[56,65)"
"95940",51,6590,1,"2-5","Male","Petrol","Twice","Private","No","No","MTPL","<66",1703.0037258,4.16546693451807,50.021564649032,7.44014886844655,"[50,56)"
"95977",31,6750,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",1426.3793415,5.67027971179175,49.5695022644486,7.26289458347995,"[29,33)"
"95981",51,6760,1,"0-1","Male","Petrol","Once","Private","No","No","MTPL+++","<66",158.99890679,5.57242557591003,49.5798038801165,5.068897326662,"[50,56)"
"95992",76,6790,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",158.99890679,5.79399859510852,49.5659720965387,5.068897326662,"[65,100]"
"95995",63,6790,2,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+","<66",3220.434359,5.79399859510852,49.5659720965387,8.07727152354044,"[56,65)"
"96039",66,7000,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",243.95201773,3.95800996174605,50.456351410773,5.49697155730778,"[65,100]"
"96084",48,7000,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","66-110",919.09003245,3.95800996174605,50.456351410773,6.82338408540264,"[46,50)"
"96099",50,7050,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",67.427038738,3.89085874064519,50.5251725291202,4.21104610569139,"[50,56)"
"96104",61,7050,1,"0-1","Male","Petrol","Once","Private","No","No","MTPL","<66",198.31481982,3.89085874064519,50.5251725291202,5.28985576707518,"[56,65)"
"96112",50,7060,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",138.86995258,4.03739830575778,50.5905346937175,4.93353790224079,"[50,56)"
"96128",61,7080,1,"6-10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",67.030409099,3.87599208892839,50.3900658110643,4.20514638357368,"[56,65)"
"96146",63,7080,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL","<66",239.14288335,3.87599208892839,50.3900658110643,5.47706121158191,"[56,65)"
"96147",34,7090,1,"2-5","Male","Petrol","Monthly","Private","No","No","MTPL+","<66",65.691784065,4.13204101220912,50.6159904125073,4.18497386538777,"[33,37)"
"96164",75,7100,1,">10","Male","Petrol","Once","Private","No","No","MTPL+","<66",64.625841908,4.16727576894823,50.4673715457051,4.16861436033368,"[65,100]"
"96165",77,7100,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL+","<66",74.368057432,4.16727576894823,50.4673715457051,4.30902651405674,"[65,100]"
"96173",42,7100,1,"6-10","Male","Gasoil","Thrice","Private","No","No","MTPL","<66",1799.7069899,4.16727576894823,50.4673715457051,7.49537914724471,"[42,46)"
"96218",37,7130,1,"6-10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",25067.811274,4.11090790204592,50.4249413041868,10.1293398827539,"[37,42)"
"96237",63,7130,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",173.97167569,4.11090790204592,50.4249413041868,5.15889250257307,"[56,65)"
"96241",70,7130,2,"6-10","Male","Gasoil","Once","Private","No","No","MTPL+","<66",2100.9967799,4.11090790204592,50.4249413041868,7.65016716819271,"[65,100]"
"96247",80,7130,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",161.97362909,4.11090790204592,50.4249413041868,5.08743353858667,"[65,100]"
"96249",53,7130,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",186.56466674,4.11090790204592,50.4249413041868,5.22877791753623,"[50,56)"
"96250",29,7130,1,"6-10","Male","Gasoil","Thrice","Private","No","No","MTPL","<66",853.84445673,4.11090790204592,50.4249413041868,6.7497490422234,"[29,33)"
"96276",25,7160,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",150.37221213,4.27688265863588,50.4617474399555,5.01311363467161,"[25,29)"
"96278",28,7160,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+","<66",3021.8716457,4.27688265863588,50.4617474399555,8.01363166863484,"[25,29)"
"96293",47,7170,1,"6-10","Male","Petrol","Twice","Private","Yes","No","MTPL","<66",2403.2037759,4.22737913532681,50.4937684780418,7.78455803276532,"[46,50)"
"96294",41,7180,1,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",79.722557567,4.25788707416648,50.5263582814504,4.37855257670404,"[37,42)"
"96339",60,7330,1,"0-1","Male","Petrol","Once","Private","No","No","MTPL+","<66",2767.6072573,3.80693495541922,50.4506485752801,7.92573841985709,"[56,65)"
"96341",70,7330,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL+","<66",1277.2961757,3.80693495541922,50.4506485752801,7.1525007599943,"[65,100]"
"96345",61,7330,1,"6-10","Male","Gasoil","Once","Professional","No","No","MTPL","<66",1426.3793415,3.80693495541922,50.4506485752801,7.26289458347995,"[56,65)"
"96359",64,7330,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",155.77629097,3.80693495541922,50.4506485752801,5.04842094579765,"[56,65)"
"96367",62,7340,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+","<66",132.1272487,3.83370510720478,50.4058598865612,4.88376546353469,"[56,65)"
"96371",56,7340,1,"2-5","Male","Petrol","Twice","Private","No","No","MTPL+","<66",981.83188357,3.83370510720478,50.4058598865612,6.88942009570453,"[56,65)"
"96375",25,7340,2,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",2607.3936723,3.83370510720478,50.4058598865612,7.86610640840208,"[25,29)"
"96379",39,7340,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",269.70815495,3.83370510720478,50.4058598865612,5.59734046680386,"[37,42)"
"96387",57,7370,1,"0-1","Male","Gasoil","Once","Private","No","No","MTPL+++","<66",123.94676239,3.77674345704923,50.3875215303007,4.81985213784962,"[56,65)"
"96391",46,7370,1,"6-10","Male","Gasoil","Thrice","Private","No","No","MTPL","<66",185.87056487,3.77674345704923,50.3875215303007,5.2250505436752,"[46,50)"
"96394",42,7370,1,"0-1","Male","Petrol","Twice","Private","No","No","MTPL","<66",154.73513816,3.77674345704923,50.3875215303007,5.0417148692145,"[42,46)"
"96400",66,7380,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",743.33352339,3.68511363847126,50.4000960105294,6.61114483146764,"[65,100]"
"96417",34,7390,2,">10","Male","Gasoil","Twice","Private","No","No","MTPL","<66",272.88119207,3.8483381504908,50.4378560365923,5.60903650657783,"[33,37)"
"96445",72,7600,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",1426.3793415,3.58144026632884,50.5121310590996,7.26289458347995,"[65,100]"
"96448",63,7600,1,"0-1","Male","Petrol","Twice","Private","No","No","MTPL+","<66",1476.1563613,3.58144026632884,50.5121310590996,7.29719693538972,"[56,65)"
"96449",62,7600,1,"2-5","Male","Petrol","Thrice","Private","No","No","MTPL","<66",1488.2535653,3.58144026632884,50.5121310590996,7.30535860766308,"[56,65)"
"96454",65,7600,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL+","<66",145.01771199,3.58144026632884,50.5121310590996,4.97685588661584,"[65,100]"
"96474",56,7640,2,"6-10","Male","Petrol","Once","Private","No","No","MTPL+","<66",1571.3970535,3.46286895249361,50.552035300018,7.35972034566042,"[56,65)"
"96478",73,7700,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",663.01602136,3.21269178912139,50.7430600063497,6.4967991548411,"[65,100]"
"96492",34,7730,1,"2-5","Male","Petrol","Twice","Private","No","No","MTPL+","<66",537.68105523,3.27809957333075,50.6876154316381,6.28726555022116,"[33,37)"
"96501",26,7760,1,"6-10","Male","Gasoil","Thrice","Private","No","No","MTPL","<66",1670.9758824,3.43858826472318,50.7037321995453,7.42116309545712,"[25,29)"
"96506",47,7780,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+","<66",1426.3793415,2.98689330923809,50.7847735892622,7.26289458347995,"[46,50)"
"96523",47,7800,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",145.01771199,3.77463496345669,50.6347780107297,4.97685588661584,"[46,50)"
"96525",36,7800,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL+","<66",1426.3793415,3.77463496345669,50.6347780107297,7.26289458347995,"[33,37)"
"96544",59,7850,2,"2-5","Male","Gasoil","Monthly","Private","No","No","MTPL+","<66",1895.0964182,4.01968244981599,50.6776658278814,7.54702499653879,"[56,65)"
"96547",34,7850,1,"2-5","Male","Petrol","Twice","Private","Yes","No","MTPL+++","<66",64.625841908,4.01968244981599,50.6776658278814,4.16861436033368,"[33,37)"
"96558",63,7860,1,"2-5","Male","Petrol","Once","Professional","No","No","MTPL","<66",145.01771199,3.81682377252028,50.7078823189901,4.97685588661584,"[56,65)"
"96604",38,7970,1,"6-10","Male","Gasoil","Twice","Professional","No","No","MTPL","<66",145.01771199,3.72235925111982,50.5347641790409,4.97685588661584,"[37,42)"
"96622",55,8000,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",190.77885667,3.20265056930382,51.2336587807216,5.25111493877532,"[50,56)"
"96632",26,8000,2,">10","Male","Gasoil","Once","Private","No","No","MTPL","<66",304.01661878,3.20265056930382,51.2336587807216,5.71708236695151,"[25,29)"
"96657",48,8400,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL","<66",1277.6432267,2.91536259023205,51.2099252385326,7.15277243062712,"[46,50)"
"96671",54,8400,2,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",857.21580867,2.91536259023205,51.2099252385326,6.75368970564822,"[50,56)"
"96678",25,8400,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL","<66",1495.6903711,2.91536259023205,51.2099252385326,7.31034316592309,"[25,29)"
"96708",22,8470,1,"2-5","Male","Petrol","Twice","Private","No","No","MTPL","<66",85.498476694,2.93257870323869,51.1511705972809,4.44849855933956,"[0,25)"
"96710",61,8480,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL","<66",241.24997831,3.02061771992853,51.1128584331482,5.48583365031236,"[56,65)"
"96723",28,8500,1,"2-5","Male","Petrol","Twice","Private","Yes","No","MTPL","<66",131.97851259,3.26599445268688,50.8154770171782,4.88263912592662,"[25,29)"
"96725",24,8500,1,"6-10","Male","Gasoil","Thrice","Private","No","No","MTPL","<66",1363.4143863,3.26599445268688,50.8154770171782,7.21774741065532,"[0,25)"
"96733",33,8520,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL","<66",114.72512327,3.26101793205734,50.8601650662625,4.74253903476278,"[33,37)"
"96740",28,8530,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL","<66",92.241180568,3.30713395061992,50.8433709564197,4.5244066747514,"[25,29)"
"96742",61,8540,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",65.989256295,3.35597812732191,50.8423941047604,4.18949194536668,"[56,65)"
"96754",46,8560,2,"2-5","Male","Petrol","Thrice","Private","No","No","MTPL+","<66",4670.6610577,3.16298614570864,50.8314930450495,8.44905589475645,"[46,50)"
"96767",24,8610,2,"2-5","Male","Gasoil","Once","Private","No","No","MTPL+++","<66",547.54721752,2.99128291984026,51.0249009830859,6.30544870001769,"[0,25)"
"96785",23,8710,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",62.394800185,3.35702873567716,50.9123329539662,4.13348194153462,"[0,25)"
"96789",51,8730,1,"6-10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",71.269388372,3.32597740262161,51.150490879129,4.26646689963326,"[50,56)"
"96792",26,8760,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",278.23569221,3.28464744182122,50.951028655188,5.62846856820464,"[25,29)"
"96803",40,8790,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL","<66",1491.0051835,3.41608721948592,50.8785081096418,7.30720579128452,"[37,42)"
"96817",35,8800,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL","<66",410.68520249,3.12343259815059,50.9364725954081,6.0178269903402,"[33,37)"
"96826",53,8820,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",1426.3793415,3.08505152718782,51.062213779525,7.26289458347995,"[50,56)"
"96835",25,8830,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL","<66",62.989744645,3.07183044889658,50.9894882237431,4.14297192972818,"[25,29)"
"96846",49,8890,2,"2-5","Male","Petrol","Once","Private","No","No","MTPL","<66",149.67811026,3.06839897122524,50.8808963219673,5.00848705668571,"[46,50)"
"96860",53,8900,1,">10","Male","Petrol","Once","Private","No","No","MTPL","<66",131.97851259,2.86091858557072,50.8496371004073,4.88263912592662,"[50,56)"
"96894",74,8940,2,">10","Male","Petrol","Once","Private","No","No","MTPL+","<66",196.6043545,3.04585802044121,50.8101748358615,5.28119335650135,"[65,100]"
"96896",34,8940,1,"2-5","Male","Gasoil","Twice","Private","No","No","MTPL","<66",131.97851259,3.04585802044121,50.8101748358615,4.88263912592662,"[33,37)"
"96913",42,9000,1,"6-10","Male","Gasoil","Monthly","Private","No","No","MTPL","<66",5091.6586308,3.7078589016912,51.058541172233,8.53535891713149,"[42,46)"
"96939",45,9000,1,"6-10","Male","Gasoil","Twice","Private","No","No","MTPL+","<66",139.81194797,3.7078589016912,51.058541172233,4.94029829088314,"[42,46)"
"96945",61,9000,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",145.01771199,3.7078589016912,51.058541172233,4.97685588661584,"[56,65)"
"96962",44,9000,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",3209.3287291,3.7078589016912,51.058541172233,8.07381707559527,"[42,46)"
"96963",32,9000,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",68.988767944,3.7078589016912,51.058541172233,4.23394370792631,"[29,33)"
"96966",38,9000,1,"2-5","Male","Petrol","Twice","Private","No","No","MTPL","<66",62.097327956,3.7078589016912,51.058541172233,4.12870295992996,"[37,42)"
"96967",34,9000,2,"2-5","Male","Petrol","Thrice","Private","No","No","MTPL","<66",2521.2506724,3.7078589016912,51.058541172233,7.83251035596149,"[33,37)"
"96971",22,9000,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",247.89352477,3.7078589016912,51.058541172233,5.51299931836922,"[0,25)"
"96986",44,9060,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",252.38039757,3.79762373140417,51.1988866587459,5.53093746350683,"[42,46)"
"96992",68,9090,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL","<66",470.99769707,3.78595234758653,50.9968834154659,6.15485320455648,"[65,100]"
"97001",44,9100,1,"6-10","Male","Petrol","Twice","Private","No","No","MTPL","<66",3027.8210903,4.15147415448449,51.1709524545947,8.01559852770607,"[42,46)"
"97012",27,9100,1,"2-5","Male","Gasoil","Once","Private","No","No","MTPL","<66",68.04677255,4.15147415448449,51.1709524545947,4.220195300346,"[25,29)"
"97013",43,9120,2,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",673.8985471,4.2320277489939,51.2121162106579,6.51307957599199,"[42,46)"
"97014",35,9120,1,">10","Male","Petrol","Monthly","Private","No","No","MTPL","<66",75.260474121,4.2320277489939,51.2121162106579,4.32095508491956,"[33,37)"
"97026",48,9150,1,"2-5","Male","Gasoil","Twice","Professional","No","No","MTPL+","<66",182.37526618,4.28102315473967,51.1577781530427,5.2060664663621,"[46,50)"
"97060",68,9280,1,"6-10","Male","Petrol","Once","Private","Yes","No","MTPL","<66",3021.8716457,4.1081742401403,50.9927132855062,8.01363166863484,"[65,100]"
"97061",38,9280,1,"2-5","Male","Petrol","Twice","Private","No","No","MTPL+","<66",1426.3793415,4.1081742401403,50.9927132855062,7.26289458347995,"[37,42)"
"97064",75,9300,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",64.625841908,4.03635389965774,50.9417482183295,4.16861436033368,"[65,100]"
"97108",50,9600,3,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",1921.7697615,3.59685030024239,50.7496565854546,7.56100179125169,"[50,56)"
"97112",73,9620,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL","<66",64.625841908,3.79502675983654,50.8678549010994,4.16861436033368,"[65,100]"
"97129",29,9790,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",1925.2650602,3.51729897764728,50.8483596354865,7.56281893085338,"[29,33)"
"97132",49,9790,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL+++","<66",76.94615009,3.51729897764728,50.8483596354865,4.34310582771424,"[46,50)"
"97153",24,9880,2,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",5354.5001351,3.42564472645489,51.0758658466463,8.58569263307204,"[0,25)"
"97160",27,9920,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL","<66",39485.4722,3.6122128180456,51.1048125270294,10.5836880908319,"[25,29)"
"97165",46,9940,1,">10","Male","Petrol","Twice","Private","No","No","MTPL","<66",265.81622661,3.69744829163471,51.1433346177609,5.58280519260991,"[46,50)"
"97166",38,9940,1,"6-10","Male","Gasoil","Once","Private","No","No","MTPL","<66",183.58994445,3.69744829163471,51.1433346177609,5.21270470789567,"[37,42)"
"97168",39,9940,1,"2-5","Male","Petrol","Once","Private","No","No","MTPL","<66",145.01771199,3.69744829163471,51.1433346177609,4.97685588661584,"[37,42)"
"97177",78,9990,1,"6-10","Male","Petrol","Once","Private","No","No","MTPL","<66",1562.6959908,3.42249949425462,51.1994457816787,7.35416780785636,"[65,100]"
"97179",28,9990,2,"0-1","Male","Petrol","Once","Private","No","No","MTPL","<66",8476.0993458,3.42249949425462,51.1994457816787,9.0450056401548,"[25,29)"
"97187",33,1040,2,"2-5","Male","Gasoil","Thrice","Private","No","No","MTPL+++","66-110",4355.5635983,4.38399916434589,50.8327799215246,8.3792092949891,"[33,37)"
"97189",34,1050,1,"6-10","Male","Petrol","Monthly","Private","No","No","MTPL+","66-110",74.095374555,4.36698780528209,50.8223368893053,4.30535310869381,"[33,37)"
